id,chart,artist,title,cos,neurons_lit,heart_aPN1_hz,panic_GF_hz,jo_A_hz,jo_B_hz
global_00,global,Queen,Bohemian Rhapsody,0.5725102131579581,830,0.5274509803921569,24.85,127.28066666666668,86.85416666666667
global_01,global,Michael Jackson,Billie Jean,0.6083477770037031,725,0.44313725490196076,22.833333333333332,114.47133333333332,77.99318181818181
global_02,global,The Beatles,Hey Jude,0.5278465335259648,709,0.22156862745098038,11.116666666666667,172.30133333333336,75.41893939393938
global_03,global,The Beatles,Here Comes the Sun,0.5580979317675042,718,0.3686274509803922,16.15,172.55266666666665,93.95606060606059
global_04,global,Whitney Houston,I Will Always Love You,0.4231396856998089,598,0.052941176470588235,5.45,150.99866666666668,31.056818181818183
global_05,global,Mariah Carey,All I Want for Christmas Is You,0.5274738479101682,700,0.20588235294117646,11.8,167.18399999999997,67.86628787878787
global_06,global,Elvis Presley,Hound Dog,0.5200589349290711,708,0.10196078431372549,6.45,205.514,61.34734848484848
global_07,global,Chuck Berry,Johnny B. Goode,0.5336864612490321,725,0.3686274509803922,14.416666666666666,164.23199999999997,60.07878787878788
global_08,global,Bee Gees,Stayin' Alive,0.5229925473434343,726,0.2725490196078431,11.766666666666667,161.05,68.18106060606061
global_09,global,ABBA,Dancing Queen,0.49028004256505925,638,0.03333333333333333,1.0666666666666667,203.21400000000003,50.339015151515156
global_10,global,Eagles,Hotel California,0.5435204814707361,743,0.33333333333333337,15.516666666666667,162.22666666666666,75.65833333333333
global_11,global,Led Zeppelin,Stairway to Heaven,0.5316689525900635,717,0.2686274509803922,12.15,167.04066666666665,80.80151515151515
global_12,global,John Lennon,Imagine,0.5307153716770167,741,0.33529411764705885,13.45,157.24733333333333,79.83598484848484
global_13,global,Nirvana,Smells Like Teen Spirit,0.5399376228369378,687,0.32745098039215687,15.566666666666666,166.76333333333335,89.14886363636363
global_14,global,a-ha,Take On Me,0.5147776962805368,682,0.15490196078431376,7.516666666666667,185.90800000000002,66.03371212121213
global_15,global,Toto,Africa,0.544319496200739,728,0.4254901960784313,19.833333333333332,138.69266666666664,81.69696969696969
global_16,global,Rick Astley,Never Gonna Give You Up,0.5171216239502155,726,0.2568627450980392,11.066666666666666,172.03866666666664,61.78863636363637
global_17,global,Beyoncé,Crazy in Love,0.5411123841813428,697,0.4196078431372549,21.033333333333335,128.26,72.46969696969698
global_18,global,Adele,Rolling in the Deep,0.5624156605295659,750,0.5352941176470588,22.366666666666667,145.13066666666666,96.20946969696969
global_19,global,Mark Ronson,Uptown Funk,0.5345348394838866,748,0.40980392156862744,15.633333333333333,131.64133333333334,65.35113636363636
global_20,global,Ed Sheeran,Shape of You,0.5249632639715912,725,0.21372549019607845,9.45,159.0813333333333,66.36098484848485
global_21,global,Luis Fonsi,Despacito,0.5357959427754183,728,0.3607843137254902,15.033333333333333,159.78266666666664,66.13371212121213
global_22,global,Billie Eilish,bad guy,0.5634966876799737,764,0.6980392156862746,29.35,83.522,83.27613636363635
global_23,global,The Weeknd,Blinding Lights,0.5448623647014196,722,0.40980392156862744,16.733333333333334,169.51066666666668,77.10568181818182
global_24,global,Taylor Swift,Shake It Off,0.5127600946829445,711,0.25490196078431376,10.866666666666667,169.05666666666667,54.75037878787878
global_25,global,Daft Punk,Get Lucky,0.5426334057913433,713,0.5019607843137255,23.0,140.55266666666668,77.14242424242424
global_26,global,Harry Styles,As It Was,0.536955568459129,706,0.2862745098039216,13.75,174.14866666666668,73.22234848484848
global_27,global,Frank Sinatra,Fly Me to the Moon,0.5284637683137648,699,0.27450980392156865,15.016666666666667,141.77866666666665,72.88825757575756
global_28,global,Nikolai Rimsky-Korsakov,Flight of the Bumblebee,0.5376618501927716,723,0.23529411764705882,9.35,172.2173333333333,72.19659090909092
global_29,global,Vienna Philharmonic,Symphony No. 5 in C Minor,0.4755009801962583,677,0.08823529411764706,3.716666666666667,156.65133333333333,41.07462121212121
japan_00,japan,YOASOBI,アイドル,0.5358438431550429,737,0.3196078431372549,15.05,164.4933333333333,68.76742424242424
japan_01,japan,YOASOBI,夜に駆ける,0.558561026217537,740,0.37058823529411766,18.033333333333335,170.77599999999998,89.92954545454545
japan_02,japan,Creepy Nuts,Bling-Bang-Bang-Born,0.5365200438775273,722,0.38235294117647056,16.533333333333335,147.63933333333333,65.48560606060606
japan_03,japan,Mrs. GREEN APPLE,ライラック,0.5459548753454669,682,0.303921568627451,15.05,180.09333333333333,85.66742424242425
japan_04,japan,Mrs. GREEN APPLE,ケセラセラ,0.5290370477727776,718,0.2843137254901961,12.116666666666667,151.88733333333332,69.10000000000001
japan_05,japan,Official髭男dism,Pretender,0.5109727739664238,693,0.09019607843137256,3.5,217.3213333333333,68.52689393939396
japan_06,japan,Official髭男dism,Subtitle,0.5577444710644506,745,0.5607843137254902,22.883333333333333,128.35933333333335,89.46969696969697
japan_07,japan,King Gnu,白日,0.5279374124137498,691,0.20588235294117646,9.85,170.93466666666663,66.9939393939394
japan_08,japan,米津玄師,Lemon,0.512093637504992,671,0.1784313725490196,7.516666666666667,197.236,63.44015151515152
japan_09,japan,米津玄師,KICK BACK,0.5333778725158627,705,0.2784313725490196,10.716666666666667,178.87333333333333,73.88522727272728
japan_10,japan,Ado,うっせぇわ,0.5196792483608038,699,0.18627450980392157,9.916666666666666,176.69333333333333,71.16060606060606
japan_11,japan,Ado,新時代,0.5307888710312061,694,0.1843137254901961,8.616666666666667,192.63133333333334,76.56590909090909
japan_12,japan,LiSA,紅蓮華,0.525479370705412,702,0.1784313725490196,10.366666666666667,174.70866666666666,63.725378787878796
japan_13,japan,Vaundy,怪獣の花唄,0.5314721350926034,653,0.13529411764705881,6.35,204.70466666666664,88.31893939393939
japan_14,japan,藤井 風,死ぬのがいいわ,0.5185005876610692,696,0.1823529411764706,8.183333333333334,183.71200000000002,72.55681818181819
japan_15,japan,Aimer,残響散歌,0.5017031533881332,646,0.1196078431372549,7.366666666666666,195.09466666666663,64.49280303030304
japan_16,japan,あいみょん,マリーゴールド,0.515392682732667,662,0.11568627450980391,6.166666666666667,198.34,71.55719696969697
japan_17,japan,優里,ドライフラワー,0.4928607452985973,665,0.16862745098039217,9.516666666666667,173.60266666666666,55.150757575757574
japan_18,japan,tuki.,晩餐歌,0.5186451903687981,689,0.2862745098039216,14.05,170.10666666666665,66.33257575757575
japan_19,japan,Number_i,GOAT,0.5466521559906624,735,0.33725490196078434,13.433333333333334,140.17733333333334,62.30265151515152
japan_20,japan,宇多田ヒカル,First Love,0.49179353322876895,689,0.1843137254901961,10.166666666666666,163.19466666666668,44.976136363636364
japan_21,japan,竹内まりや,プラスティック・ラブ,0.5816351454365178,747,0.6568627450980393,28.083333333333332,112.57266666666666,88.54545454545455
japan_22,japan,坂本九,上を向いて歩こう,0.5387865410292094,716,0.3764705882352941,15.716666666666667,163.87333333333336,69.81325757575759
japan_23,japan,Da-iCE,スターマイン,0.5204809579732197,716,0.2843137254901961,11.45,166.68400000000003,55.44621212121212
japan_24,japan,back number,高嶺の花子さん,0.5415175325574232,689,0.2372549019607843,11.35,185.40399999999997,75.54507575757576
japan_25,japan,星野源,恋,0.5505460047412177,699,0.38627450980392153,17.9,174.24266666666665,95.64318181818182
japan_26,japan,ずっと真夜中でいいのに。,秒針を噛む,0.5552864693942317,693,0.2647058823529412,14.05,174.176,84.58825757575757
korea_00,korea,BTS,Dynamite,0.5414140017312553,754,0.4450980392156863,22.466666666666665,147.57666666666668,71.46666666666668
korea_01,korea,BTS,Butter,0.5861797771863585,773,0.5294117647058824,19.916666666666668,151.248,82.15227272727272
korea_02,korea,PSY,Gangnam Style,0.5490030772123393,768,0.5058823529411764,18.883333333333333,160.98733333333334,69.52083333333333
korea_03,korea,BLACKPINK,DDU-DU DDU-DU,0.4927757036794976,692,0.18039215686274512,9.833333333333334,170.134,46.435227272727275
korea_04,korea,BLACKPINK,How You Like That,0.5179474873916011,742,0.27647058823529413,13.116666666666667,159.03133333333332,61.496212121212125
korea_05,korea,ROSÉ,APT.,0.5227049434026322,744,0.3470588235294118,13.533333333333333,133.97333333333333,53.11325757575757
korea_06,korea,NewJeans,Hype Boy,0.5687927563333076,761,0.35490196078431374,12.416666666666666,187.70933333333335,65.06856060606061
korea_07,korea,NewJeans,Ditto,0.4997344833251178,687,0.18039215686274512,8.466666666666667,173.14199999999997,53.68863636363637
korea_08,korea,NewJeans,Super Shy,0.5611920839671485,749,0.5411764705882354,23.05,152.53466666666665,86.21249999999999
korea_09,korea,IU,Good Day,0.5297394466083626,741,0.26862745098039215,11.066666666666666,186.0093333333333,58.19734848484848
korea_10,korea,IU,Through the Night,0.5504837991529943,753,0.46862745098039216,21.766666666666666,138.72266666666667,75.2784090909091
korea_11,korea,BIGBANG,Fantastic Baby,0.5310509693127005,741,0.37254901960784315,16.083333333333332,155.58266666666665,63.36969696969697
korea_12,korea,BIGBANG,Lies,0.5394920049791625,748,0.4568627450980392,16.983333333333334,145.50866666666664,73.87386363636364
korea_13,korea,Wonder Girls,Tell Me,0.48478505601912264,682,0.12352941176470589,6.233333333333333,172.252,40.23522727272727
korea_14,korea,Girls' Generation,Gee,0.540379201329084,713,0.3568627450980392,14.883333333333333,178.43866666666662,76.04734848484848
korea_15,korea,aespa,Supernova,0.548658611669241,715,0.35294117647058826,17.85,136.366,73.44886363636364
korea_16,korea,IVE,LOVE DIVE,0.5499816235857371,756,0.5333333333333333,20.616666666666667,142.386,79.17272727272727
korea_17,korea,(G)I-DLE,Queencard,0.5352558675145793,720,0.2549019607843137,12.133333333333333,168.2266666666667,69.04318181818182
korea_18,korea,Jung Kook,Seven,0.5471378729874778,729,0.4725490196078431,19.2,154.63133333333334,74.15378787878787
korea_19,korea,Jimin,Like Crazy,0.5586616939726826,738,0.4784313725490196,20.966666666666665,152.09666666666666,75.40719696969697
korea_20,korea,HUNTR/X,Golden,0.5355038771572673,729,0.37450980392156863,17.516666666666666,142.19799999999998,66.0530303030303
korea_21,korea,YOUNHA,Event Horizon,0.5186095577367851,675,0.19607843137254902,10.033333333333333,179.27933333333334,71.82310606060607
korea_22,korea,Busker Busker,Cherry Blossom Ending,0.5350900556824147,689,0.1607843137254902,8.25,171.08200000000005,73.51628787878786
korea_23,korea,SEVENTEEN,Super,0.5129158961214945,711,0.2156862745098039,11.533333333333333,151.63400000000001,62.56969696969697
korea_24,korea,Stray Kids,S-Class,0.5356745281919721,732,0.38235294117647056,18.3,127.18866666666666,60.093939393939394
korea_25,korea,Seo Taiji and Boys,I Know,0.585227788771194,743,0.6392156862745099,26.2,132.832,87.75681818181819
korea_26,korea,Kim Kwang Seok,서른 즈음에,0.5531048263261725,698,0.38431372549019605,21.116666666666667,141.39666666666665,83.96742424242424
ctrl_flysong,control,Drosophila melanogaster,Courtship Song (another fly),0.9994460520466145,414,0.776470588235294,31.883333333333333,70.07333333333332,87.47613636363636
ctrl_noise,control,Control,White Noise,0.44626464823857503,591,0.0,0.0,242.75733333333335,52.45378787878787
ctrl_tone,control,Control,440 Hz Tone,0.34518737616941453,534,0.0,0.0,249.05,1.2874999999999999
ctrl_metronome,control,Control,Metronome 120 BPM,0.906658376258811,283,0.12352941176470589,5.85,19.246,17.730681818181818
